Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
03-04-2017,Katherine Hughes,Pennsylvania,Furniture,Furnishings,Staple-based wall hangings,25.47,4,7.64
03-04-2017,Sue Ann Reed,Illinois,Office Supplies,Art,Prang Colored Pencils,7.06,3,2.21
04-04-2017,Anne McFarland,Illinois,Technology,Phones,Cisco SPA 502G IP Phone,383.84,4,47.98
04-04-2017,Darrin Sayre,New York,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,11.13
04-04-2017,Darrin Sayre,New York,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,7.21
04-04-2017,Darrin Sayre,New York,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,33.33
04-04-2017,Penelope Sewall,New York,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,1,8.49
04-04-2017,Tom Ashbrook,New York,Office Supplies,Art,Newell 326,7.04,4,2.04
06-04-2017,Max Ludwig,Iowa,Office Supplies,Paper,Easy-staple paper,106.32,3,49.97
06-04-2017,Charles Sheldon,Tennessee,Office Supplies,Binders,3M Organizer Strips,8.1,5,-5.94
07-04-2017,Christopher Schild,Florida,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,-102.05
07-04-2017,Christopher Schild,Florida,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.61,3,-248.25
07-04-2017,Christopher Schild,Florida,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.33,2,-3.55
07-04-2017,Christopher Schild,Florida,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.07,3,0
07-04-2017,Christopher Schild,Florida,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.98,3,-7.72
07-04-2017,Hallie Redmond,Florida,Office Supplies,Art,50 Colored Long Pencils,16.26,2,1.22
07-04-2017,Hallie Redmond,Florida,Technology,Phones,AT&T 1080 Corded phone,219.18,2,19.18
08-04-2017,Denise Monton,Georgia,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,15.76
08-04-2017,Denise Monton,Georgia,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,3,1264.76
08-04-2017,Karen Ferguson,New Jersey,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,4,621.97
08-04-2017,Karen Ferguson,New Jersey,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,5,10.49
08-04-2017,Adrian Hane,California,Office Supplies,Paper,Xerox 1891,244.55,5,114.94
08-04-2017,Adrian Hane,California,Office Supplies,Paper,Xerox 1942,195.76,4,97.88
08-04-2017,Nicole Hansen,Michigan,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,71.23
08-04-2017,Nicole Hansen,Michigan,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,79.79
09-04-2017,Bryan Spruell,New York,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,4.81
09-04-2017,Bryan Spruell,New York,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,9.71
09-04-2017,Bryan Spruell,New York,Office Supplies,Paper,Xerox 212,12.96,2,6.22
09-04-2017,Bryan Spruell,New York,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,91.97
09-04-2017,Bryan Spruell,New York,Office Supplies,Labels,Avery File Folder Labels,8.64,3,4.23
09-04-2017,Bryan Spruell,New York,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0
09-04-2017,Sue Ann Reed,Florida,Office Supplies,Labels,Avery 48,15.12,3,4.91
09-04-2017,Sue Ann Reed,Florida,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,-13.36
09-04-2017,Sue Ann Reed,Florida,Office Supplies,Paper,Xerox 1915,251.64,3,88.07
09-04-2017,Ken Lonsdale,Michigan,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8,219.99
09-04-2017,Noah Childs,Pennsylvania,Office Supplies,Binders,Tuf-Vin Binders,37.9,4,-29.05
09-04-2017,Noah Childs,Pennsylvania,Office Supplies,Paper,Xerox 1893,65.58,2,23.77
10-04-2017,Sanjit Jacobs,New Jersey,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.58
10-04-2017,Sanjit Jacobs,New Jersey,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,3.58
10-04-2017,Russell D'Ascenzo,Texas,Office Supplies,Paper,Xerox 1894,10.37,2,3.63
10-04-2017,Russell D'Ascenzo,Texas,Technology,Accessories,Logitech MX Performance Wireless Mouse,95.74,3,20.34
10-04-2017,Mitch Gastineau,Florida,Furniture,Furnishings,Stackable Trays,12.32,5,1.85
10-04-2017,Mitch Gastineau,Florida,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.42,3,-3.09
10-04-2017,Dennis Bolton,Connecticut,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,42
10-04-2017,Dennis Bolton,Connecticut,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,71.54
10-04-2017,Bruce Stewart,Pennsylvania,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,195.1,4,21.95
10-04-2017,Bruce Stewart,Pennsylvania,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",36.67,3,6.42
11-04-2017,Luke Weiss,California,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.99
11-04-2017,Luke Weiss,California,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,14.23
11-04-2017,Sample Company A,Texas,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.36,3,-17.05
11-04-2017,Jack Lebron,Ohio,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.77,2,1.47
11-04-2017,Jack Lebron,Ohio,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12,2,-4.75
11-04-2017,Henry MacAllister,North Carolina,Office Supplies,Art,Pencil and Crayon Sharpener,1.75,1,0.15
11-04-2017,Henry MacAllister,North Carolina,Office Supplies,Art,Newell 321,20.99,8,2.36
12-04-2017,Bill Donatelli,Rhode Island,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,13.37
12-04-2017,Bill Donatelli,Rhode Island,Office Supplies,Paper,Xerox 1948,39.96,4,17.98
13-04-2017,Rob Williams,Washington,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.38
13-04-2017,Rob Williams,Washington,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.37
13-04-2017,Yana Sorensen,California,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.7,6,-38.21
13-04-2017,Dave Poirier,Pennsylvania,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,5,1.68
14-04-2017,Alan Barnes,Ohio,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.59,3,2.55
14-04-2017,Alan Barnes,Ohio,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.86,3,21.34
14-04-2017,Alan Barnes,Ohio,Office Supplies,Paper,Xerox 196,13.87,3,5.03
14-04-2017,Craig Leslie,Missouri,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,4.2
14-04-2017,Christine Sundaresam,New York,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,3.5
14-04-2017,Christine Sundaresam,New York,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.35,3,9.09
14-04-2017,Dorothy Wardle,North Carolina,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.27,8,-32.22
14-04-2017,Harry Marie,New Jersey,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,20.1
15-04-2017,Andrew Allen,North Carolina,Office Supplies,Paper,Xerox 1967,15.55,3,5.44
15-04-2017,Shahid Hopkins,Virginia,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,2
15-04-2017,Adam Hart,Nevada,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,70.72
15-04-2017,Noel Staavos,California,Office Supplies,Paper,Xerox 1883,79.14,3,36.4
15-04-2017,Shirley Daniels,Texas,Office Supplies,Paper,Xerox 207,20.74,4,7.26
15-04-2017,Bart Pistole,Florida,Office Supplies,Binders,VariCap6 Expandable Binder,15.57,3,-11.94
16-04-2017,Paul Lucas,Illinois,Office Supplies,Art,Newell 325,16.52,5,2.07
16-04-2017,Roy Französisch,Ohio,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,5,-10.05
16-04-2017,Joel Eaton,California,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,2.06
16-04-2017,Joel Eaton,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.83,1,-6.05
16-04-2017,Edward Becker,Alabama,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,4,9.54
16-04-2017,Edward Becker,Alabama,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,1.56
16-04-2017,Natalie DeCherney,Texas,Office Supplies,Binders,Satellite Sectional Post Binders,26.05,3,-44.28
16-04-2017,Natalie DeCherney,Texas,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.9,1,-4.78
16-04-2017,Natalie DeCherney,Texas,Office Supplies,Storage,Tennsco Commercial Shelving,32.54,2,-7.73
16-04-2017,Jesus Ocampo,California,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3,12.22
17-04-2017,Sharelle Roach,Colorado,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5,-9.22
17-04-2017,Sharelle Roach,Colorado,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.99,5,-3399.98
17-04-2017,Sharelle Roach,Colorado,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.59,2,-15.84
17-04-2017,Sharelle Roach,Colorado,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.96,6,-6.57
17-04-2017,Sharelle Roach,Colorado,Office Supplies,Paper,Xerox 225,20.74,4,7.26
17-04-2017,Bruce Geld,Pennsylvania,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.31,3,5.28
17-04-2017,Pamela Stobb,California,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,3,13.51
17-04-2017,Pamela Stobb,California,Office Supplies,Labels,Avery 517,7.38,2,3.47
17-04-2017,Pamela Stobb,California,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,3.6
17-04-2017,Pamela Stobb,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,274.89,11,46.73
17-04-2017,Pamela Stobb,California,Office Supplies,Labels,Avery 474,23.04,8,11.29
17-04-2017,Pamela Stobb,California,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35,3,-19.11
17-04-2017,Brendan Murry,Illinois,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.14,4,-43.91
20-04-2017,Sanjit Jacobs,Illinois,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,-52.17
20-04-2017,Cynthia Voltz,Pennsylvania,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,10.39
20-04-2017,Cynthia Voltz,Pennsylvania,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.34,3,5.78
20-04-2017,Cynthia Voltz,Pennsylvania,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.7,1,33.27
20-04-2017,Cynthia Voltz,Pennsylvania,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.41,3,9.54
20-04-2017,Sarah Jordon,Illinois,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.06,3,-18.12
20-04-2017,Sarah Jordon,Illinois,Office Supplies,Art,Lumber Crayons,15.76,2,3.55
20-04-2017,Sarah Jordon,Illinois,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,5,-6.19
20-04-2017,Christina VanderZanden,Michigan,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,146.86,7,70.49
20-04-2017,Christina VanderZanden,Michigan,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,36.56,4,18.28
20-04-2017,Brad Eason,Ohio,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,848.54,4,-21.21
20-04-2017,Brad Eason,Ohio,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",8.7,5,-6.38
20-04-2017,Brad Eason,Ohio,Technology,Phones,Avaya 5410 Digital phone,122.38,3,-24.48
21-04-2017,Shirley Jackson,Texas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,4,-243.16
21-04-2017,Resi Pölking,Texas,Office Supplies,Binders,Avery Non-Stick Binders,2.69,3,-4.71
21-04-2017,Resi Pölking,Texas,Office Supplies,Binders,UniKeep View Case Binders,2.93,3,-4.99
21-04-2017,Joni Wasserman,Washington,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,3.46
21-04-2017,Joni Wasserman,Washington,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,34.15
21-04-2017,Janet Martin,Maryland,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82,9,227.21
21-04-2017,Katherine Nockton,Texas,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.98,3,8.4
21-04-2017,Katherine Nockton,Texas,Office Supplies,Paper,Xerox 230,20.74,4,7.26
22-04-2017,Gary McGarr,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,6.22
22-04-2017,Meg O'Connel,Pennsylvania,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.35,3,0
22-04-2017,Bruce Degenhardt,Georgia,Office Supplies,Storage,Tennsco Double-Tier Lockers,675.06,3,87.76
23-04-2017,Sally Knutson,New York,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,35.36
23-04-2017,Sally Knutson,New York,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,7,36.81
23-04-2017,Sean Christensen,Indiana,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6,55.92
23-04-2017,Tamara Dahlen,New York,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.37
23-04-2017,Greg Guthrie,Ohio,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,11.76,5,-7.84
23-04-2017,Greg Guthrie,Ohio,Office Supplies,Paper,Xerox 195,5.34,1,1.87
23-04-2017,Jay Fein,California,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,7,26.54
23-04-2017,Jay Fein,California,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,6,30.19
23-04-2017,Jay Fein,California,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,7.97
23-04-2017,Parhena Norris,Tennessee,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.14,4,-14.52
23-04-2017,Parhena Norris,Tennessee,Technology,Accessories,Maxell 4.7GB DVD-R,45.41,2,11.92
23-04-2017,Parhena Norris,Tennessee,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.95,3,-11.69
23-04-2017,Parhena Norris,Tennessee,Office Supplies,Labels,Avery 496,3,1,1.05
23-04-2017,Sean O'Donnell,Colorado,Office Supplies,Envelopes,Staple envelope,18.69,2,7.01
23-04-2017,Sean O'Donnell,Colorado,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",11.66,3,3.35
24-04-2017,Damala Kotsonis,Pennsylvania,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,12.41
24-04-2017,Damala Kotsonis,Pennsylvania,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.19,2,-0.99
24-04-2017,Damala Kotsonis,Pennsylvania,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.52,2,-5.76
24-04-2017,Christine Phan,Florida,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.57,2,-21.29
24-04-2017,Michael Granlund,California,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.65
24-04-2017,Susan Vittorini,Arizona,Technology,Phones,AT&T 841000 Phone,552,10,34.5
24-04-2017,Linda Southworth,Rhode Island,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,4.9
24-04-2017,Art Ferguson,Illinois,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43,5,-18.25
24-04-2017,Art Ferguson,Illinois,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1,-18.2
25-04-2017,Mick Brown,California,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9,2,4.52
25-04-2017,Parhena Norris,Tennessee,Office Supplies,Art,Newell 312,42.05,9,5.26
25-04-2017,Parhena Norris,Tennessee,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,6.79
25-04-2017,Larry Hughes,Arizona,Office Supplies,Art,Newell 318,8.9,4,0.67
25-04-2017,Lauren Leatherbury,California,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,8.76
25-04-2017,Lauren Leatherbury,California,Office Supplies,Binders,Surelock Post Binders,73.34,3,27.5
25-04-2017,Speros Goranitis,California,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,22.67
25-04-2017,Rob Lucas,California,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.98,7,28.41
26-04-2017,Larry Blacks,Texas,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.99,1,-1.44
26-04-2017,Philisse Overcash,Washington,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,3,9.36
26-04-2017,Philisse Overcash,Washington,Office Supplies,Labels,Avery 478,39.28,8,19.25
27-04-2017,Cynthia Voltz,Texas,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,11.59
27-04-2017,Cynthia Voltz,Texas,Furniture,Bookcases,Sauder Barrister Bookcases,220.27,4,-42.11
27-04-2017,Arthur Prichep,California,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,33.46
27-04-2017,Arthur Prichep,California,Office Supplies,Art,Newell Chalk Holder,12.39,3,5.7
27-04-2017,Arthur Prichep,California,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,12.3
27-04-2017,Henry MacAllister,Washington,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,39.08
28-04-2017,Matt Connell,Pennsylvania,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1,0.73
28-04-2017,Matt Connell,Pennsylvania,Office Supplies,Art,Newell 341,6.85,2,0.77
28-04-2017,Jack Lebron,North Carolina,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,3,5.27
28-04-2017,Janet Lee,Florida,Technology,Phones,Samsung Galaxy S4 Mini,751.98,2,84.6
29-04-2017,Filia McAdams,Ohio,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,-69.89
29-04-2017,Kean Thornton,New Jersey,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,2.41
30-04-2017,Dionis Lloyd,New York,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,28.33
30-04-2017,Quincy Jones,Pennsylvania,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,-158.1
30-04-2017,Quincy Jones,Pennsylvania,Office Supplies,Binders,GBC VeloBind Cover Sets,13.9,3,-9.26
30-04-2017,Ann Steele,Florida,Office Supplies,Labels,Avery 474,4.61,2,1.67
30-04-2017,Ann Steele,Florida,Office Supplies,Art,Staples in misc. colors,15.53,3,4.85
30-04-2017,Ann Steele,Florida,Office Supplies,Labels,Avery 499,11.95,3,3.88
30-04-2017,Saphhira Shifley,Florida,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,8,6.22
30-04-2017,Saphhira Shifley,Florida,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.38,3,0.74
30-04-2017,Jeremy Farry,Ohio,Office Supplies,Paper,Xerox 222,10.37,2,3.63
30-04-2017,Neoma Murray,Connecticut,Office Supplies,Labels,Avery 5,5.76,2,2.82
30-04-2017,Tony Chapman,Illinois,Office Supplies,Binders,GBC Linen Binding Covers,43.37,7,-69.4
30-04-2017,Alan Dominguez,California,Office Supplies,Paper,Xerox 1919,163.96,4,80.34
30-04-2017,Don Jones,California,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,21.44
30-04-2017,Don Jones,California,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,14.97
30-04-2017,Erin Ashbrook,California,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,4.01
30-04-2017,Nick Zandusky,California,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5,7.55
30-04-2017,Mick Hernandez,Florida,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.84,3,-3.55
30-04-2017,Mick Hernandez,Florida,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.7,6,-8.28
01-05-2017,Sanjit Jacobs,Arkansas,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,5,18.09
01-05-2017,Caroline Jumper,Florida,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,3.33,2,0.42
01-05-2017,Caroline Jumper,Florida,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,933.26,4,-458.15
01-05-2017,Caroline Jumper,Florida,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0
01-05-2017,Arthur Gainer,Florida,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.35,3,-15.72
01-05-2017,Arthur Gainer,Florida,Office Supplies,Labels,Avery 492,4.61,2,1.5
02-05-2017,Dorothy Wardle,New Jersey,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,12.99
02-05-2017,Elizabeth Moffitt,California,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,4,59.04
02-05-2017,Dorothy Dickinson,California,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,7.07
02-05-2017,Dorothy Dickinson,California,Office Supplies,Art,Newell 34,59.52,3,15.48
02-05-2017,Dorothy Dickinson,California,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,15.82
03-05-2017,Darren Budd,California,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,19.47
03-05-2017,Darren Budd,California,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,45.81
03-05-2017,Mike Kennedy,California,Office Supplies,Paper,Xerox 2,25.92,4,12.44
03-05-2017,Mike Kennedy,California,Office Supplies,Art,Newell 350,22.96,7,6.66
03-05-2017,Bill Overfelt,Pennsylvania,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",32.45,2,7.3
03-05-2017,Bill Overfelt,Pennsylvania,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,26.39,4,-17.59
03-05-2017,Bill Overfelt,Pennsylvania,Furniture,Tables,Bevis 36 x 72 Conference Tables,373.47,5,-112.04
03-05-2017,Bill Overfelt,Pennsylvania,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",64.2,5,-44.94
03-05-2017,Bill Overfelt,Pennsylvania,Office Supplies,Fasteners,Advantus Plastic Paper Clips,8,2,2.8
04-05-2017,Lindsay Williams,California,Technology,Phones,Motorola L804,183.96,5,20.7
04-05-2017,Lindsay Williams,California,Office Supplies,Paper,Things To Do Today Pad,17.61,3,8.45
04-05-2017,Lindsay Williams,California,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.9,1,11.28
04-05-2017,Mike Kennedy,Virginia,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,4.1
04-05-2017,Mike Kennedy,Virginia,Office Supplies,Storage,Letter Size Cart,571.44,4,165.72
04-05-2017,Mike Kennedy,Virginia,Office Supplies,Paper,Xerox 23,32.4,5,15.55
04-05-2017,Mike Kennedy,Virginia,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,4.57
04-05-2017,Shahid Hopkins,Ohio,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.31,1,-1.93
04-05-2017,Muhammed Yedwab,Pennsylvania,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.2,2,-1.54
04-05-2017,Muhammed Yedwab,Pennsylvania,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.4,3,-7.52
04-05-2017,Chris Cortes,California,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",243.16,2,72.95
05-05-2017,Darren Koutras,California,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,11.58
05-05-2017,Lisa Hazard,Colorado,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,7.43
05-05-2017,Lisa Hazard,Colorado,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.55,8,-7.32
05-05-2017,Lisa Hazard,Colorado,Furniture,Bookcases,Bestar Classic Bookcase,89.99,3,-152.98
05-05-2017,Yana Sorensen,Georgia,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,15.53
05-05-2017,Arianne Irving,New York,Office Supplies,Paper,Xerox 1923,6.68,1,3.21
06-05-2017,Max Ludwig,Illinois,Office Supplies,Art,Blackstonian Pencils,6.41,3,0.64
06-05-2017,Max Ludwig,Illinois,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,76.64
06-05-2017,Toby Carlisle,New York,Office Supplies,Labels,Avery 505,59.2,4,29.6
06-05-2017,Gary Zandusky,Virginia,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,6,18.04
06-05-2017,Dorothy Badders,Texas,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,-18.8
06-05-2017,Dorothy Badders,Texas,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.46,7,-119.19
